8,1,0796,0
5343,1,0151,0
1,1,0001,0
7486,1,0010,0
3262,1,0202,0
723,1,0001,0
4554,1,0274,0
53,1,0208,0
6701,1,0038,0
6859,1,0016,0
5520,1,0157,0
5053,1,0150,0
